fecha|contenido
Fri Jul 20 10:50:41 COT 2018|#SISMO ID: igepn2018ocpt Rev. 2018/07/20-10:45:48 TL Mag:3.7 Prof -0.88 km, a 18.35km de Puerto Villamil,Galapagos https://t.co/b2DIicHytN
Fri Jul 20 00:48:49 COT 2018|#SISMO ID: igepn2018obvu Rev. 2018/07/20-00:41:39 TL Mag:2.8 Prof 0.73 km, a 19.59km de Puerto Villamil,Galapagos https://t.co/S5p4kiBveM
Thu Jul 19 16:18:25 COT 2018|#SISMO ID: igepn2018obfa Rev. 2018/07/19-16:12:00 TL Mag:3.2 Prof -0.81 km, a 22.43km de Puerto Villamil,Galapagos https://t.co/MUXRTUtRMn
Thu Jul 19 16:04:11 COT 2018|#SISMO ID: igepn2018obep Rev. 2018/07/19-15:59:56 TL Mag:3.2 Prof 0.45 km, a 20.37km de Puerto Villamil,Galapagos https://t.co/xCeuJ3V1Pw
Thu Jul 19 15:53:16 COT 2018|#SISMO ID: igepn2018obeg Rev. 2018/07/19-15:48:53 TL Mag:2.9 Prof 3.59 km, a 19.44km de Puerto Villamil,Galapagos https://t.co/UT97r52yOZ
Thu Jul 19 15:34:01 COT 2018|#SISMO ID: igepn2018obdm Rev. 2018/07/19-15:26:17 TL Mag:3.1 Prof 0.66 km, a 23.18km de Puerto Villamil,Galapagos https://t.co/17MfWxNcJR
Thu Jul 19 15:07:40 COT 2018|#SISMO ID: igepn2018obcv Prelim. 2018/07/19-15:04:18 TL Mag:3.5 Prof 10.00 km, a 46.72km de Macas,Morona Stgo https://t.co/fI8KZ0LW6f
Thu Jul 19 06:50:31 COT 2018|#SISMO ID: igepn2018oakz Rev. 2018/07/19-06:05:20 TL Mag:2.9 Prof 10.00 km, a 22.49km de Puerto Villamil,Galapagos https://t.co/uCh2yPNyKY
Thu Jul 19 02:18:04 COT 2018|#SISMO ID: igepn2018oabe Rev. 2018/07/19-01:07:23 TL Mag:3.8 Prof 5.52 km, a 20.97km de Puerto Villamil,Galapagos https://t.co/4ZuOlAdBta
Wed Jul 18 13:02:23 COT 2018|#SISMO ID: igepn2018nzcx Rev. 2018/07/18-12:49:51 TL Mag:2.9 Prof 3.15 km, a 18.29km de Puerto Villamil,Galapagos https://t.co/krfhbwH9eT
Wed Jul 18 12:55:45 COT 2018|#SISMO ID: igepn2018nzcr Rev. 2018/07/18-12:48:19 TL Mag:3.2 Prof 1.17 km, a 18.21km de Puerto Villamil,Galapagos https://t.co/Xy8E1I3WWy
Wed Jul 18 11:12:16 COT 2018|#SISMO ID: igepn2018nyzg Rev. 2018/07/18-10:58:50 TL Mag:3.6 Prof 53.99 km, a 19.25km de Pinas,El Oro https://t.co/4JFw3yEqM6
Wed Jul 18 05:39:40 COT 2018|#SISMO ID: igepn2018nyoh Rev. 2018/07/18-05:28:45 TL Mag:3 Prof 4.00 km, a 20.84km de Puerto Villamil,Galapagos https://t.co/WiMZV0tSgj
Tue Jul 17 19:45:47 COT 2018|#SISMO ID: igepn2018nxug Rev. 2018/07/17-19:19:18 TL Mag:3.1 Prof 5.10 km, a 30.74km de Pedernales,Manabi https://t.co/9R5uMdlmGu
Tue Jul 17 19:10:49 COT 2018|#SISMO ID: igepn2018nxtt Rev. 2018/07/17-19:04:02 TL Mag:3 Prof 11.97 km, a 21.23km de Puerto Villamil,Galapagos https://t.co/AKxuuBBTGT
Tue Jul 17 12:00:52 COT 2018|#SISMO ID: igepn2018nxfm Rev. 2018/07/17-11:53:24 TL Mag:2.8 Prof 1.00 km, a 18.83km de Puerto Villamil,Galapagos https://t.co/Tx9qLjg50n
Mon Jul 16 06:29:02 COT 2018|#SISMO ID: igepn2018nuyg Rev. 2018/07/16-05:58:46 TL Mag:3.6 Prof 12.18 km, a 21.88km de Puerto Villamil,Galapagos https://t.co/bEYfRBRjLJ
Mon Jul 16 00:38:51 COT 2018|#SISMO ID: igepn2018nunr Prelim. 2018/07/16-00:35:15 TL Mag:4.6 Prof 46.93 km, a 20.21km de Gualaceo,Azuay https://t.co/DsMbXgsIvB
Mon Jul 16 00:13:10 COT 2018|#SISMO ID: igepn2018numt Prelim. 2018/07/16-00:09:11 TL Mag:3.5 Prof 178.83 km, a 22.39km de Puyo,Pastaza https://t.co/KbKLTL4WAO
Sun Jul 15 22:45:21 COT 2018|#SISMO ID: igepn2018nujp Rev. 2018/07/15-22:31:02 TL Mag:4.1 Prof 6.00 km, a 33.37km de Puerto Villamil,Galapagos https://t.co/5DFVIHnvdP
Sun Jul 15 22:38:32 COT 2018|#SISMO ID: igepn2018nujo Rev. 2018/07/15-22:30:30 TL Mag:4.2 Prof 1.73 km, a 21.46km de Puerto Villamil,Galapagos https://t.co/QmPPLk0a0l
Sun Jul 15 20:55:02 COT 2018|#SISMO ID: igepn2018nuge Rev. 2018/07/15-20:51:22 TL Mag:4.7 Prof -1.00 km, a 17.93km de Puerto Villamil,Galapagos https://t.co/FTIbW5Fw1W
Sun Jul 15 12:50:36 COT 2018|#SISMO ID: igepn2018ntqj Prelim. 2018/07/15-12:48:35 TL Mag:4 Prof 10.00 km, a 4.07km de Velasco Ibarra,Guayas https://t.co/3mhfkOleKK
Sun Jul 15 08:47:17 COT 2018|#SISMO ID: igepn2018nthx Rev. 2018/07/15-08:35:03 TL Mag:4.4 Prof 4.58 km, a 19.24km de Puerto Villamil,Galapagos https://t.co/hbB7XikMUz
Sun Jul 15 06:29:15 COT 2018|#SISMO ID: igepn2018ntdq Rev. 2018/07/15-06:24:29 TL Mag:3.4 Prof 0.28 km, a 22.58km de Puerto Villamil,Galapagos https://t.co/L3xbLyyckf
Sun Jul 15 04:37:55 COT 2018|#SISMO ID: igepn2018nszt Rev. 2018/07/15-04:27:28 TL Mag:3.5 Prof 149.17 km, a 73.02km de Macas,Morona Stgo https://t.co/ksW93BLDJQ
Sat Jul 14 20:45:33 COT 2018|#SISMO ID: igepn2018nskk Rev. 2018/07/14-20:40:15 TL Mag:2.8 Prof -0.48 km, a 21.06km de Puerto Villamil,Galapagos https://t.co/6roUqzrd7Y
Sat Jul 14 20:18:49 COT 2018|#SISMO ID: igepn2018nsjh Rev. 2018/07/14-20:05:21 TL Mag:2.7 Prof 4.86 km, a 20.39km de Puerto Villamil,Galapagos https://t.co/jXvItzCKoH
Sat Jul 14 11:39:41 COT 2018|#SISMO ID: igepn2018nrri Rev. 2018/07/14-11:05:50 TL Mag:1.9 Prof 5.00 km, a 18.25km de Puerto Villamil,Galapagos https://t.co/ncBA63yKe4
Fri Jul 13 22:54:05 COT 2018|#SISMO ID: igepn2018nqsz Rev. 2018/07/13-22:44:19 TL Mag:3.3 Prof 19.93 km, a 11.76km de El Triunfo,Guayas https://t.co/tVY4iNc1D9
Fri Jul 13 16:11:56 COT 2018|#SISMO ID: igepn2018nqfr Rev. 2018/07/13-16:03:20 TL Mag:3.1 Prof 3.00 km, a 27.47km de Puerto Villamil,Galapagos https://t.co/TOczT2hmSL
Fri Jul 13 09:41:40 COT 2018|#SISMO ID: igepn2018npsw Rev. 2018/07/13-09:31:24 TL Mag:3.3 Prof 2.49 km, a 18.91km de Puerto Villamil,Galapagos https://t.co/uQJqq0viXw
Fri Jul 13 09:38:33 COT 2018|#SISMO ID: igepn2018npsv Rev. 2018/07/13-09:30:40 TL Mag:3.1 Prof 3.00 km, a 13.98km de Puerto Villamil,Galapagos https://t.co/bw7oRPhLTO
Thu Jul 12 18:24:02 COT 2018|#SISMO ID: igepn2018nook Rev. 2018/07/12-18:08:41 TL Mag:2.9 Prof -0.73 km, a 22.31km de Puerto Villamil,Galapagos https://t.co/yf6UDYf2hs
Thu Jul 12 17:26:35 COT 2018|#SISMO ID: igepn2018nomn Rev. 2018/07/12-17:14:16 TL Mag:3 Prof 5.00 km, a 57.78km de Puerto Villamil,Galapagos https://t.co/DhvA7vRgsP
Thu Jul 12 14:28:32 COT 2018|#SISMO ID: igepn2018nogy Rev. 2018/07/12-14:24:26 TL Mag:4.3 Prof 9.63 km, a 13.94km de Puerto Villamil,Galapagos https://t.co/faOM8Ls8CA
Wed Jul 11 16:23:22 COT 2018|#SISMO ID: igepn2018nmou Rev. 2018/07/11-16:07:01 TL Mag:3.1 Prof 7.10 km, a 20.43km de Puerto Villamil,Galapagos https://t.co/oNXgM5BiWf
Wed Jul 11 11:05:09 COT 2018|#SISMO ID: igepn2018nmej Rev. 2018/07/11-10:50:53 TL Mag:2.9 Prof 5.00 km, a 17.16km de Puerto Villamil,Galapagos https://t.co/El15NI8PF1
Wed Jul 11 05:40:15 COT 2018|#SISMO ID: igepn2018nltx Rev. 2018/07/11-05:34:39 TL Mag:2.8 Prof 2.00 km, a 22.20km de Puerto Villamil,Galapagos https://t.co/gJRjjV2pN8
Tue Jul 10 22:45:53 COT 2018|#SISMO ID: igepn2018nlgf Rev. 2018/07/10-22:39:03 TL Mag:2.8 Prof 3.60 km, a 25.97km de Puerto Villamil,Galapagos https://t.co/LW39XSgfB9
Tue Jul 10 21:08:14 COT 2018|#SISMO ID: igepn2018nldd Rev. 2018/07/10-21:02:33 TL Mag:3.7 Prof 2.00 km, a 22.03km de Puerto Villamil,Galapagos https://t.co/KL0dznE7mB
Tue Jul 10 20:07:53 COT 2018|#SISMO ID: igepn2018nlap Rev. 2018/07/10-19:49:11 TL Mag:2.4 Prof 1.71 km, a 15.83km de Puerto Villamil,Galapagos https://t.co/kjOMnQqYGj
Tue Jul 10 16:41:56 COT 2018|#SISMO ID: igepn2018nkui Rev. 2018/07/10-16:36:39 TL Mag:3.3 Prof 4.19 km, a 27.07km de Puerto Villamil,Galapagos https://t.co/o0fJ5RpSuM
Tue Jul 10 16:00:06 COT 2018|#SISMO ID: igepn2018nksw Rev. 2018/07/10-15:54:37 TL Mag:3.3 Prof 5.00 km, a 24.15km de Puerto Villamil,Galapagos https://t.co/wrjH8C03c5
Tue Jul 10 02:22:24 COT 2018|#SISMO ID: igepn2018njry Rev. 2018/07/10-02:15:44 TL Mag:4 Prof 1.65 km, a 47.57km de Zamora,Zamora Ch https://t.co/yh3wxWeJFw
Mon Jul 09 19:38:59 COT 2018|#SISMO ID: igepn2018njeq Rev. 2018/07/09-19:34:24 TL Mag:2.5 Prof 3.37 km, a 18.77km de Puerto Villamil,Galapagos https://t.co/bLMdqrcsxF
Mon Jul 09 14:12:06 COT 2018|#SISMO ID: igepn2018nise Rev. 2018/07/09-13:14:13 TL Mag:5.2 Prof 9.33 km, a 15.13km de Naranjal,Guayas https://t.co/LMcG5ipQa1
Mon Jul 09 10:21:31 COT 2018|#SISMO ID: igepn2018nimi Rev. 2018/07/09-10:17:46 TL Mag:3.2 Prof 1.47 km, a 22.38km de Puerto Villamil,Galapagos https://t.co/uLInvCH4po
Mon Jul 09 07:56:47 COT 2018|#SISMO ID: igepn2018nihm Rev. 2018/07/09-07:53:15 TL Mag:3.6 Prof 1.46 km, a 10.87km de Jipijapa,Manabi https://t.co/xjPAtg9Hif
Mon Jul 09 05:28:11 COT 2018|#SISMO ID: igepn2018nico Rev. 2018/07/09-05:23:25 TL Mag:3.2 Prof 5.00 km, a 24.00km de Puerto Villamil,Galapagos https://t.co/vP372vIKJa
Mon Jul 09 02:24:20 COT 2018|#SISMO ID: igepn2018nhwn Rev. 2018/07/09-02:19:51 TL Mag:3 Prof 7.51 km, a 22.15km de Puerto Villamil,Galapagos https://t.co/MIYOep7cBv
Mon Jul 09 00:13:25 COT 2018|#SISMO ID: igepn2018nhrv Rev. 2018/07/08-23:58:19 TL Mag:2.8 Prof 3.40 km, a 23.12km de Puerto Villamil,Galapagos https://t.co/lMZZrHKUF9
Sun Jul 08 21:24:20 COT 2018|#SISMO ID: igepn2018nhmu Prelim. 2018/07/08-21:22:36 TL Mag:3.9 Prof 36.78 km, a 51.11km de Macara,Loja https://t.co/pszdo6hFeu
Sun Jul 08 20:39:52 COT 2018|#SISMO ID: igepn2018nhlf Prelim. 2018/07/08-20:36:36 TL Mag:3.8 Prof 51.32 km, a 13.60km de Portovelo,El Oro https://t.co/AVciJWckWH
Sun Jul 08 17:42:03 COT 2018|#SISMO ID: igepn2018nhff Rev. 2018/07/08-17:34:59 TL Mag:3.8 Prof 4.37 km, a 18.33km de Puerto Villamil,Galapagos https://t.co/0wljKBU6ud
Sun Jul 08 02:06:45 COT 2018|#SISMO ID: igepn2018ngal Rev. 2018/07/08-02:00:32 TL Mag:2.8 Prof 6.17 km, a 22.68km de Puerto Villamil,Galapagos https://t.co/G8F6JoOBon
Sat Jul 07 19:10:52 COT 2018|#SISMO ID: igepn2018nfmq Rev. 2018/07/07-19:02:22 TL Mag:2.9 Prof 4.29 km, a 22.31km de Puerto Villamil,Galapagos https://t.co/GXhXOMbmCr
Sat Jul 07 16:30:12 COT 2018|#SISMO ID: igepn2018nfhi Rev. 2018/07/07-16:21:31 TL Mag:2.9 Prof 4.00 km, a 22.51km de Puerto Villamil,Galapagos https://t.co/HQTVgjfnru
Sat Jul 07 13:02:53 COT 2018|#SISMO ID: igepn2018nfam Rev. 2018/07/07-12:54:12 TL Mag:3.1 Prof 6.86 km, a 21.76km de Puerto Villamil,Galapagos https://t.co/nYKLANvbRb
Sat Jul 07 12:48:49 COT 2018|#SISMO ID: igepn2018neyj Rev. 2018/07/07-11:51:34 TL Mag:3.2 Prof 7.20 km, a 22.38km de Puerto Villamil,Galapagos https://t.co/shGO5JWMcT
Sat Jul 07 05:34:08 COT 2018|#SISMO ID: igepn2018nelu Rev. 2018/07/07-05:28:15 TL Mag:3 Prof 8.90 km, a 19.98km de Puerto Villamil,Galapagos https://t.co/pXvGF0kG9B
Fri Jul 06 22:29:28 COT 2018|#SISMO ID: igepn2018ndxr Rev. 2018/07/06-22:25:00 TL Mag:3.4 Prof 4.04 km, a 22.18km de Puerto Villamil,Galapagos https://t.co/UiWd6i9rpD
Fri Jul 06 17:53:22 COT 2018|#SISMO ID: igepn2018ndop Rev. 2018/07/06-17:48:07 TL Mag:2.8 Prof 9.36 km, a 23.03km de Puerto Villamil,Galapagos https://t.co/rDw8GxKeT6
Fri Jul 06 02:20:39 COT 2018|#SISMO ID: igepn2018ncjw Rev. 2018/07/06-02:11:57 TL Mag:2.9 Prof -1.27 km, a 21.58km de Puerto Villamil,Galapagos https://t.co/BoWt2fJLWU
Thu Jul 05 18:04:23 COT 2018|#SISMO ID: igepn2018nbtp Prelim. 2018/07/05-18:01:14 TL Mag:3.9 Prof 19.70 km, a 12.77km de Pinas,El Oro https://t.co/OAjK9TCxWT
Thu Jul 05 12:39:21 COT 2018|#SISMO ID: igepn2018nbih Rev. 2018/07/05-12:18:55 TL Mag:3 Prof 6.29 km, a 16.40km de Puerto Villamil,Galapagos https://t.co/FIDVRDKhEN
Thu Jul 05 11:04:10 COT 2018|#SISMO ID: igepn2018nbfo Rev. 2018/07/05-10:55:50 TL Mag:3.8 Prof 2.00 km, a 23.90km de Puerto Villamil,Galapagos https://t.co/64k31xi79v
Wed Jul 04 22:13:42 COT 2018|#SISMO ID: igepn2018nagg Prelim. 2018/07/04-22:11:18 TL Mag:3.9 Prof 10.00 km, a 9.60km de Muisne,Esmeraldas https://t.co/vQilcZaeeg
Wed Jul 04 20:02:33 COT 2018|#SISMO ID: igepn2018nabx Rev. 2018/07/04-19:55:10 TL Mag:3.4 Prof 3.68 km, a 22.72km de Puerto Villamil,Galapagos https://t.co/QXSQE6BCoN
Wed Jul 04 19:36:30 COT 2018|#SISMO ID: igepn2018naay Rev. 2018/07/04-19:30:24 TL Mag:5.4 Prof 4.58 km, a 18.45km de Puerto Villamil,Galapagos https://t.co/TuoxJXJQgX
Tue Jul 03 23:51:38 COT 2018|#SISMO ID: igepn2018myoc Prelim. 2018/07/03-23:49:19 TL Mag:3.9 Prof 10.00 km, a 26.71km de Huaquillas,El Oro https://t.co/kpfkbqaTOn
Tue Jul 03 12:46:20 COT 2018|#SISMO ID: igepn2018mxrx Rev. 2018/07/03-12:39:42 TL Mag:3.2 Prof -1.60 km, a 21.12km de Puerto Villamil,Galapagos https://t.co/vX2IDVOUvs
Tue Jul 03 10:53:35 COT 2018|#SISMO ID: igepn2018mxog Rev. 2018/07/03-10:47:34 TL Mag:3.3 Prof 6.95 km, a 17.70km de Puerto Villamil,Galapagos https://t.co/D84EwQpkxi
Tue Jul 03 07:33:10 COT 2018|#SISMO ID: igepn2018mxhm Rev. 2018/07/03-07:23:42 TL Mag:3.4 Prof 18.87 km, a 15.77km de Puerto Villamil,Galapagos https://t.co/mxKuzChFW6
Tue Jul 03 06:30:40 COT 2018|#SISMO ID: igepn2018mxfk Rev. 2018/07/03-06:17:46 TL Mag:3.3 Prof 6.33 km, a 21.93km de Puerto Villamil,Galapagos https://t.co/2qc2Hb3TaK
Tue Jul 03 00:42:28 COT 2018|#SISMO ID: igepn2018mwtw Rev. 2018/07/03-00:31:49 TL Mag:3.4 Prof 7.18 km, a 17.53km de Puerto Villamil,Galapagos https://t.co/FSUBs84k2d
Mon Jul 02 20:52:53 COT 2018|#SISMO ID: igepn2018mwmg Rev. 2018/07/02-20:35:15 TL Mag:2.9 Prof 2.55 km, a 16.36km de Puerto Villamil,Galapagos https://t.co/VYdKAlwiWi
Mon Jul 02 17:19:33 COT 2018|#SISMO ID: igepn2018mwfm Rev. 2018/07/02-17:13:14 TL Mag:3 Prof 5.21 km, a 18.78km de Puerto Villamil,Galapagos https://t.co/p6yKwCZt6V
Mon Jul 02 17:13:40 COT 2018|#SISMO ID: igepn2018mwfg Rev. 2018/07/02-17:07:28 TL Mag:2.9 Prof 5.00 km, a 19.17km de Puerto Villamil,Galapagos https://t.co/y2Pcvmouhl
Mon Jul 02 12:04:35 COT 2018|#SISMO ID: igepn2018mvva Rev. 2018/07/02-11:56:50 TL Mag:3.1 Prof -0.54 km, a 24.17km de Puerto Villamil,Galapagos https://t.co/iJuuDgZA9P
Mon Jul 02 06:32:54 COT 2018|#SISMO ID: igepn2018mvjj Rev. 2018/07/02-06:04:33 TL Mag:3.5 Prof 3.00 km, a 10.25km de Puerto Villamil,Galapagos https://t.co/sMxfhvfO97
Sun Jul 01 20:20:38 COT 2018|#SISMO ID: igepn2018muqc Prelim. 2018/07/01-20:16:43 TL Mag:3.6 Prof 211.06 km, a 17.64km de Puyo,Pastaza https://t.co/0u5bCKWZA8
Sun Jul 01 10:17:51 COT 2018|#SISMO ID: igepn2018mtwa Rev. 2018/07/01-10:10:52 TL Mag:2.8 Prof 10.08 km, a 19.40km de Puerto Villamil,Galapagos https://t.co/Vjc4qb7qvj
Sat Jun 30 22:26:42 COT 2018|#SISMO ID: igepn2018msyp Rev. 2018/06/30-22:23:33 TL Mag:3.1 Prof 4.12 km, a 18.36km de Puerto Villamil,Galapagos https://t.co/HD2PSg6R9V
Sat Jun 30 21:39:49 COT 2018|#SISMO ID: igepn2018mswv Rev. 2018/06/30-21:25:48 TL Mag:2.9 Prof 13.60 km, a 18.04km de Puerto Villamil,Galapagos https://t.co/RmG3D3nfaI
Sat Jun 30 21:25:51 COT 2018|#SISMO ID: igepn2018mswq Rev. 2018/06/30-21:23:46 TL Mag:4.2 Prof 12.17 km, a 17.37km de Puerto Villamil,Galapagos https://t.co/3fqimruwOr
Sat Jun 30 09:09:19 COT 2018|#SISMO ID: igepn2018mryh Rev. 2018/06/30-09:05:00 TL Mag:3.1 Prof 5.00 km, a 25.91km de Puerto Villamil,Galapagos https://t.co/sIJwQhtPCl
Sat Jun 30 08:50:29 COT 2018|#SISMO ID: igepn2018mrxp Rev. 2018/06/30-08:43:15 TL Mag:3 Prof 8.66 km, a 20.97km de Puerto Villamil,Galapagos https://t.co/R0FDiLjEu1
Sat Jun 30 07:32:01 COT 2018|#SISMO ID: igepn2018mrvb Rev. 2018/06/30-07:26:46 TL Mag:3.6 Prof 9.54 km, a 7.86km de Puerto Villamil,Galapagos https://t.co/VznDJqoxEg
Sat Jun 30 05:40:12 COT 2018|#SISMO ID: igepn2018mrrj Rev. 2018/06/30-05:34:29 TL Mag:3 Prof 5.00 km, a 22.08km de Puerto Villamil,Galapagos https://t.co/KHAccz6dDv
Sat Jun 30 04:29:20 COT 2018|#SISMO ID: igepn2018mrpa Rev. 2018/06/30-04:22:15 TL Mag:2.7 Prof 5.91 km, a 21.16km de Puerto Villamil,Galapagos https://t.co/qRHPpaAa9F
Sat Jun 30 02:08:29 COT 2018|#SISMO ID: igepn2018mrkg Rev. 2018/06/30-01:57:56 TL Mag:2.7 Prof 5.00 km, a 46.78km de Puerto Villamil,Galapagos https://t.co/VVyGCLjlK5
Fri Jun 29 23:28:16 COT 2018|#SISMO ID: igepn2018mrfe Rev. 2018/06/29-23:23:31 TL Mag:2.7 Prof 8.52 km, a 21.77km de Puerto Villamil,Galapagos https://t.co/tdDU7lkLRH
Fri Jun 29 21:37:51 COT 2018|#SISMO ID: igepn2018mrbn Rev. 2018/06/29-21:34:01 TL Mag:3 Prof 9.86 km, a 20.70km de Puerto Villamil,Galapagos https://t.co/BIfdY3kACP
Fri Jun 29 21:25:15 COT 2018|#SISMO ID: igepn2018mraz Rev. 2018/06/29-21:16:59 TL Mag:2.7 Prof 4.35 km, a 19.21km de Puerto Villamil,Galapagos https://t.co/GVmLOZrTDK
Fri Jun 29 18:57:40 COT 2018|#SISMO ID: igepn2018mqwh Rev. 2018/06/29-18:53:49 TL Mag:3.2 Prof 2.00 km, a 17.74km de Puerto Villamil,Galapagos https://t.co/dQy6DNhmLH
Fri Jun 29 15:06:25 COT 2018|#SISMO ID: igepn2018mqof Rev. 2018/06/29-14:51:52 TL Mag:2.7 Prof 8.61 km, a 24.56km de Puerto Villamil,Galapagos https://t.co/szcupIKFs2
Fri Jun 29 12:43:45 COT 2018|#SISMO ID: igepn2018mqjg Rev. 2018/06/29-12:16:04 TL Mag:3.1 Prof -0.90 km, a 27.03km de Puerto Villamil,Galapagos https://t.co/WS1s0vdFTk
Fri Jun 29 09:12:07 COT 2018|#SISMO ID: igepn2018mqcm Rev. 2018/06/29-08:55:07 TL Mag:2.7 Prof -1.55 km, a 23.43km de Puerto Villamil,Galapagos https://t.co/KlWMXJ50dQ
Fri Jun 29 09:06:24 COT 2018|#SISMO ID: igepn2018mqck Rev. 2018/06/29-08:53:03 TL Mag:2.9 Prof -0.73 km, a 23.91km de Puerto Villamil,Galapagos https://t.co/kxnkocgJlu
Fri Jun 29 05:16:08 COT 2018|#SISMO ID: igepn2018mpuz Rev. 2018/06/29-05:07:55 TL Mag:4.6 Prof 5.43 km, a 17.66km de Puerto Villamil,Galapagos https://t.co/HlsKAghQV2
Fri Jun 29 02:31:57 COT 2018|#SISMO ID: igepn2018mpnx Rev. 2018/06/29-01:34:32 TL Mag:3.6 Prof 5.85 km, a 20.85km de Puerto Villamil,Galapagos https://t.co/9rEl02HViC
Fri Jun 29 01:06:09 COT 2018|#SISMO ID: igepn2018mpmm Rev. 2018/06/29-00:50:29 TL Mag:3 Prof 5.00 km, a 14.09km de Puerto Villamil,Galapagos https://t.co/NlHEa09TCa
Thu Jun 28 20:55:14 COT 2018|#SISMO ID: igepn2018mpei Rev. 2018/06/28-20:42:53 TL Mag:3 Prof 15.30 km, a 20.59km de Puerto Villamil,Galapagos https://t.co/nEKXdz5cYi
Thu Jun 28 15:30:16 COT 2018|#SISMO ID: igepn2018motr Rev. 2018/06/28-15:18:21 TL Mag:3.2 Prof 5.00 km, a 22.37km de Puerto Villamil,Galapagos https://t.co/6bDZwoxv4l
Thu Jun 28 13:20:01 COT 2018|#SISMO ID: igepn2018mopj Rev. 2018/06/28-13:08:03 TL Mag:3.4 Prof 7.17 km, a 18.69km de Puerto Villamil,Galapagos https://t.co/EosDHJyItb
Thu Jun 28 13:09:27 COT 2018|#SISMO ID: igepn2018moph Rev. 2018/06/28-13:05:20 TL Mag:3.1 Prof 7.45 km, a 18.80km de Puerto Villamil,Galapagos https://t.co/DJ5ULMypTt
Thu Jun 28 12:01:30 COT 2018|#SISMO ID: igepn2018momz Rev. 2018/06/28-11:55:28 TL Mag:2.9 Prof 1.87 km, a 24.02km de Puerto Villamil,Galapagos https://t.co/VbJrUKkinJ
Thu Jun 28 11:53:12 COT 2018|#SISMO ID: igepn2018momt Rev. 2018/06/28-11:48:09 TL Mag:2.7 Prof -1.42 km, a 17.72km de Puerto Villamil,Galapagos https://t.co/smLKagt2Yy
Thu Jun 28 10:21:12 COT 2018|#SISMO ID: igepn2018mojs Rev. 2018/06/28-10:16:41 TL Mag:2.8 Prof -1.00 km, a 23.48km de Puerto Villamil,Galapagos https://t.co/Xu6AQ4LpjB
Thu Jun 28 08:17:33 COT 2018|#SISMO ID: igepn2018modz Rev. 2018/06/28-07:24:31 TL Mag:3 Prof 3.00 km, a 27.22km de Puerto Villamil,Galapagos https://t.co/WpnKS1zKn7
Thu Jun 28 08:15:08 COT 2018|#SISMO ID: igepn2018mofn Rev. 2018/06/28-08:08:37 TL Mag:3.2 Prof 3.90 km, a 18.71km de Puerto Villamil,Galapagos https://t.co/DJtN8hjMDI
Thu Jun 28 04:25:27 COT 2018|#SISMO ID: igepn2018mnxw Rev. 2018/06/28-04:19:06 TL Mag:3.7 Prof 8.46 km, a 17.94km de Puerto Villamil,Galapagos https://t.co/X9SJzH4lJu
Thu Jun 28 02:52:42 COT 2018|#SISMO ID: igepn2018mnuz Rev. 2018/06/28-02:50:21 TL Mag:3.6 Prof 7.52 km, a 18.68km de Puerto Villamil,Galapagos https://t.co/QSsPWSydms
Thu Jun 28 00:16:04 COT 2018|#SISMO ID: igepn2018mnpu Rev. 2018/06/28-00:12:10 TL Mag:4.1 Prof 2.71 km, a 20.36km de Puerto Villamil,Galapagos https://t.co/I4qOTit43o
Wed Jun 27 22:58:04 COT 2018|#SISMO ID: igepn2018mnnf Rev. 2018/06/27-22:54:16 TL Mag:3.6 Prof 6.61 km, a 24.34km de Puerto Villamil,Galapagos https://t.co/VIWmuqmMbF
Wed Jun 27 22:55:47 COT 2018|#SISMO ID: igepn2018mnnd Rev. 2018/06/27-22:50:38 TL Mag:2.9 Prof 1.60 km, a 18.77km de Puerto Villamil,Galapagos https://t.co/cJnZkYNGbs
Wed Jun 27 22:50:40 COT 2018|#SISMO ID: igepn2018mnmx Rev. 2018/06/27-22:46:02 TL Mag:2.8 Prof 3.34 km, a 19.24km de Puerto Villamil,Galapagos https://t.co/9c4V7mx2bS
Wed Jun 27 18:45:23 COT 2018|#SISMO ID: igepn2018mnes Rev. 2018/06/27-18:37:43 TL Mag:2.7 Prof 8.45 km, a 13.62km de Puerto Villamil,Galapagos https://t.co/snu7uTjoN2
Wed Jun 27 16:17:06 COT 2018|#SISMO ID: igepn2018mmzy Rev. 2018/06/27-16:12:10 TL Mag:3.7 Prof 10.14 km, a 16.99km de Puerto Villamil,Galapagos https://t.co/9WjGs2ThkK
Wed Jun 27 15:16:50 COT 2018|#SISMO ID: igepn2018mmxw Rev. 2018/06/27-15:10:43 TL Mag:2.8 Prof 7.91 km, a 11.72km de Puerto Villamil,Galapagos https://t.co/D0nXZPmch4
Wed Jun 27 14:25:48 COT 2018|#SISMO ID: igepn2018mmwf Rev. 2018/06/27-14:19:33 TL Mag:3.2 Prof 5.83 km, a 18.72km de Puerto Villamil,Galapagos https://t.co/M3HyYy0aRy
Wed Jun 27 14:25:09 COT 2018|#SISMO ID: igepn2018mmwe Rev. 2018/06/27-14:17:04 TL Mag:2.8 Prof 2.62 km, a 22.94km de Puerto Villamil,Galapagos https://t.co/f8DUkzHa9G
Wed Jun 27 11:22:05 COT 2018|#SISMO ID: igepn2018mmqg Rev. 2018/06/27-11:18:54 TL Mag:3 Prof -0.77 km, a 18.50km de Puerto Villamil,Galapagos https://t.co/DDubSsy9GS
