fecha|contenido
Mon Oct 15 18:54:34 COT 2018|#SISMO ID: igepn2018ugeh Revisado 2018-10-15 18:41:55 TL Magnitud:4.74 Profundidad: 63.18 km, a 121.50km de Gualaquiza,Morona Santiago,Latitud: -3.5542 Longitud:-77.4875 Sintio este sismo? Reportelo! en https://t.co/ESm0J9qfvk https://t.co/iiPqa4prK5
Mon Oct 15 18:45:35 COT 2018|#SISMO ID: igepn2018ugeh Preliminar 2018-10-15 18:41:53 TL Magnitud:5.10 Profundidad: 70.18 km, a 134.18km de Gualaquiza,Morona Santiago,Latitud: -3.6373 Longitud:-77.3855 Sintio este sismo? Reportelo! en https://t.co/ESm0J9qfvk https://t.co/pOLsTiVFnw
Sat Oct 13 15:32:47 COT 2018|#SISMO ID: igepn2018ucgv Revisado 2018-10-13 15:26:12 TL Magnitud:3.87 Profundidad: 1.40 km, a 33.33km de Tena,Napo,Latitud: -0.9197 Longitud:-78.1033 Sintio este sismo? Reportelo! en https://t.co/0HUQzNagDe https://t.co/OrgEmjFUhy
Sat Oct 13 15:29:19 COT 2018|#SISMO ID: igepn2018ucgv Preliminar 2018-10-13 15:26:13 TL Magnitud:3.82 Profundidad: 5.00 km, a 32.26km de Tena,Napo,Latitud: -0.9231 Longitud:-78.0942 Sintio este sismo? Reportelo! en https://t.co/0HUQzNagDe https://t.co/CSYeQ5fwCF
Sat Oct 13 08:40:44 COT 2018|#SISMO ID: igepn2018ubth Revisado 2018-10-13 08:35:57 TL Magnitud:4.86 Profundidad: 5.31 km, a 20.22km de Muisne,Esmeraldas,Latitud: 0.4353 Longitud:-79.9766 Sintio este sismo? Reportelo! en https://t.co/JBTd3iapEk https://t.co/emUzFo5flu
Sat Oct 13 08:39:25 COT 2018|#SISMO ID: igepn2018ubth Preliminar 2018-10-13 08:35:56 TL Magnitud:5.22 Profundidad: 0.73 km, a 17.25km de Muisne,Esmeraldas,Latitud: 0.4585 Longitud:-79.9959 Sintio este sismo? Reportelo! en https://t.co/JBTd3iapEk https://t.co/c6uwXk2uuJ
Fri Oct 12 01:39:27 COT 2018|#SISMO ID: igepn2018tzjr Revisado 2018-10-12 01:28:16 TL Magnitud:3.07 Profundidad: 0.00 km, a 14.19km de San Gabriel,Carchi,Latitud: 0.7209 Longitud:-77.8083 Sintio este sismo? Reportelo! en https://t.co/vcjOm68Kvh https://t.co/c3gdVSUEST
Wed Oct 10 05:45:37 COT 2018|#SISMO ID: igepn2018twam Revisado 2018-10-10 05:25:23 TL Magnitud:3.23 Profundidad: 2.06 km, a 13.90km de San Gabriel,Carchi,Latitud: 0.7189 Longitud:-77.8126 Sintio este sismo? Reportelo! en https://t.co/csmxpCmuSj https://t.co/LJx4Ym3dDv
Sun Oct 07 22:52:36 COT 2018|#SISMO ID: igepn2018trwi Revisado 2018-10-07 22:46:32 TL Magnitud:4.15 Profundidad: 10.00 km, a 81.85km de Playas,Guayas,Latitud: -3.0432 Longitud:-80.9982 Sintio este sismo? Reportelo! en https://t.co/GBQqJoDY19 https://t.co/W0R6rLzeWm
Sun Oct 07 22:49:58 COT 2018|#SISMO ID: igepn2018trwi Preliminar 2018-10-07 22:46:31 TL Magnitud:3.91 Profundidad: 5.00 km, a 91.79km de Playas,Guayas,Latitud: -3.0920 Longitud:-81.0732 Sintio este sismo? Reportelo! en https://t.co/GBQqJoDY19 https://t.co/bGnQQuIQWY
Sat Oct 06 10:39:58 COT 2018|#SISMO ID: igepn2018tpcs Revisado 2018-10-06 10:34:57 TL Magnitud:3.52 Profundidad: 34.89 km, a 20.82km de Pasaje,El Oro,Latitud: -3.5005 Longitud:-79.7381 Sintio este sismo? Reportelo! en https://t.co/LvwucHPzAp https://t.co/eybVxnS3xY
Thu Oct 04 20:34:01 COT 2018|#SISMO ID: igepn2018tmep Revisado 2018-10-04 20:08:23 TL Magnitud:2.91 Profundidad: 6.09 km, a 25.32km de Tulcan,Carchi,Latitud: 0.8015 Longitud:-77.9438 Sintio este sismo? Reportelo! en https://t.co/mAhsV76RWU https://t.co/eAlu9FMPXT
Thu Oct 04 11:37:04 COT 2018|#SISMO ID: igepn2018tlnn Revisado 2018-10-04 11:30:20 TL Magnitud:3.65 Profundidad: 90.41 km, a 5.59km de Bucay,Guayas,Latitud: -2.1546 Longitud:-79.1805 Sintio este sismo? Reportelo! en https://t.co/5Eq3vjWNTa https://t.co/nLA8nJgMyb
Thu Oct 04 07:10:14 COT 2018|#SISMO ID: igepn2018tldz Revisado 2018-10-04 06:40:53 TL Magnitud:3.53 Profundidad: 3.93 km, a 21.94km de Tulcan,Carchi,Latitud: 0.8074 Longitud:-77.9137 Sintio este sismo? Reportelo! en https://t.co/oJJzqi5Rtr https://t.co/9UJJjy0Vti
Wed Oct 03 12:42:49 COT 2018|#SISMO ID: igepn2018tjuc Revisado 2018-10-03 12:33:42 TL Magnitud:3.53 Profundidad: 178.73 km, a 48.27km de Puyo,Pastaza,Latitud: -1.8386 Longitud:-77.7406 Sintio este sismo? Reportelo! en https://t.co/2pddUA5ttE https://t.co/JS1YU0eMty
Mon Oct 01 10:32:20 COT 2018|#SISMO ID: igepn2018tfyx Revisado 2018-10-01 10:27:07 TL Magnitud:3.81 Profundidad: 74.00 km, a 148.66km de Macas,Morona Santiago,Latitud: -2.5540 Longitud:-76.8008 Sintio este sismo? Reportelo! en https://t.co/76v4QFaQOb https://t.co/MsDOoTKLru
Mon Oct 01 10:30:41 COT 2018|#SISMO ID: igepn2018tfyx Preliminar 2018-10-01 10:27:07 TL Magnitud:3.64 Profundidad: 101.71 km, a 138.98km de Macas,Morona Santiago,Latitud: -2.6208 Longitud:-76.9050 Sintio este sismo? Reportelo! en https://t.co/76v4QFaQOb https://t.co/h6wAYdR5pi
Sun Sep 30 03:21:55 COT 2018|#SISMO ID: igepn2018tdpf Revisado 2018-09-30 03:15:57 TL Magnitud:3.86 Profundidad: 10.00 km, a 343.64km de Manta,Manabi,Latitud: 0.8476 Longitud:-83.2090 Sintio este sismo? Reportelo! en https://t.co/0LnSO4Dy3c https://t.co/S4xmEmOX8B
Sun Sep 30 03:18:50 COT 2018|#SISMO ID: igepn2018tdpf Preliminar 2018-09-30 03:15:58 TL Magnitud:4.00 Profundidad: 90.40 km, a 356.53km de Manta,Manabi,Latitud: 0.8791 Longitud:-83.3289 Sintio este sismo? Reportelo! en https://t.co/0LnSO4Dy3c https://t.co/RzUs7eo6nz
Sat Sep 29 04:36:51 COT 2018|#SISMO ID: igepn2018tbsy Revisado 2018-09-29 02:52:25 TL Magnitud:3.57 Profundidad: 11.80 km, a 195.85km de San Lorenzo,Esmeraldas,Latitud: 3.0293 Longitud:-78.9023 Sintio este sismo? Reportelo! en https://t.co/rVayw1qtGf https://t.co/w4YkjstmAA
Thu Sep 27 10:07:04 COT 2018|#SISMO ID: igepn2018syqa Revisado 2018-09-27 10:00:01 TL Magnitud:3.45 Profundidad: 13.00 km, a 79.19km de Puerto Villamil,Galapagos,Latitud: -0.2542 Longitud:-91.0918 Sintio este sismo? Reportelo! en https://t.co/xn0Kux7m1I https://t.co/lNwgw8xn5G
Tue Sep 25 19:03:52 COT 2018|#SISMO ID: igepn2018svqr Revisado 2018-09-25 18:55:17 TL Magnitud:3.50 Profundidad: 0.79 km, a 61.31km de Shushufindi,Sucumbios,Latitud: -0.3048 Longitud:-77.5464 Sintio este sismo? Reportelo! en https://t.co/w13RO2l7pN https://t.co/qm8XhbdVzr
Tue Sep 25 18:58:23 COT 2018|#SISMO ID: igepn2018svqr Preliminar 2018-09-25 18:55:17 TL Magnitud:3.55 Profundidad: 5.00 km, a 65.33km de Shushufindi,Sucumbios,Latitud: -0.2872 Longitud:-77.5963 Sintio este sismo? Reportelo! en https://t.co/w13RO2l7pN https://t.co/9zkHBjlOYr
Sat Sep 22 07:23:19 COT 2018|#SISMO ID: igepn2018spha Rev. 2018/09/22-07:16:01 TL Mag:4.3 Prof 9.70 km, a 27.87km de Puerto Lopez,Manabi https://t.co/r51iUexQ4k
Sat Sep 22 02:11:01 COT 2018|#SISMO ID: igepn2018sovc Rev. 2018/09/22-01:12:03 TL Mag:2.9 Prof 6.81 km, a 24.88km de Tulcan,Carchi https://t.co/tyzRDUVi4N
Fri Sep 21 05:34:31 COT 2018|#SISMO ID: igepn2018snib Rev. 2018/09/21-05:29:34 TL Mag:3.6 Prof 9.85 km, a 25.35km de Jaramijo,Manabi https://t.co/mW4Bz1AMlp
Thu Sep 20 18:40:37 COT 2018|#SISMO ID: igepn2018smkw Rev. 2018/09/20-17:45:18 TL Mag:4 Prof 159.77 km, a 79.17km de Macas,Morona Stgo https://t.co/9eHw9XWK2M
Thu Sep 20 14:51:47 COT 2018|#SISMO ID: igepn2018smbe Rev. 2018/09/20-12:54:36 TL Mag:4.9 Prof 21.07 km, a 10.23km de Calceta,Manabi https://t.co/THlhPcBWPO
Wed Sep 19 03:50:49 COT 2018|#SISMO ID: igepn2018sjnn Rev. 2018/09/19-03:44:18 TL Mag:3.9 Prof 60.51 km, a 9.72km de Guayaquil,Guayas https://t.co/w8hjsnRoY8
Mon Sep 17 16:51:15 COT 2018|#SISMO ID: igepn2018sguh Rev. 2018/09/17-15:44:39 TL Mag:4.8 Prof 89.74 km, a 83.80km de Sucua,Morona Stgo https://t.co/X0yqY5VfFS
Fri Sep 14 23:31:53 COT 2018|#SISMO ID: igepn2018sbxc Rev. 2018/09/14-23:25:22 TL Mag:4.5 Prof 10.00 km, a 22.99km de Manta,Manabi https://t.co/TwmiYDlFed
Thu Sep 13 18:50:45 COT 2018|#SISMO ID: igepn2018rzsh Rev. 2018/09/13-18:44:25 TL Mag:3.7 Prof 10.00 km, a 42.37km de Jama,Manabi https://t.co/xdATJ9zx8s
Thu Sep 13 03:37:30 COT 2018|#SISMO ID: igepn2018rynu Rev. 2018/09/13-03:20:49 TL Mag:3 Prof 6.46 km, a 8.01km de Pelileo,Tungurahua https://t.co/TYHRsvkEo4
Mon Sep 10 13:29:49 COT 2018|#SISMO ID: igepn2018rtuq Rev. 2018/09/10-13:07:01 TL Mag:3.9 Prof 10.26 km, a 34.45km de Playas,Guayas https://t.co/2c1rECRqXK
Sun Sep 09 08:29:13 COT 2018|#SISMO ID: igepn2018rrps Prelim. 2018/09/09-08:25:03 TL Mag:3.5 Prof 88.97 km, a 9.28km de Cumanda,Chimborazo https://t.co/LXwihAtBR8
Sat Sep 08 22:14:05 COT 2018|#SISMO ID: igepn2018rque Rev. 2018/09/08-21:28:37 TL Mag:4.2 Prof 5.83 km, a 29.61km de Puerto Lopez,Manabi https://t.co/gEC3oAEQmg
Sat Sep 08 13:17:28 COT 2018|#SISMO ID: igepn2018rqds Rev. 2018/09/08-13:10:53 TL Mag:4.1 Prof 10.61 km, a 29.58km de Chone,Manabi https://t.co/p4vZgKYEat
Thu Sep 06 23:08:45 COT 2018|#SISMO ID: igepn2018rngf Rev. 2018/09/06-23:00:58 TL Mag:4 Prof 12.77 km, a 17.59km de La Libertad,Sta Elena https://t.co/VCST2Q2H6c
Thu Sep 06 22:03:35 COT 2018|#SISMO ID: igepn2018rncq Rev. 2018/09/06-21:12:05 TL Mag:6.5 Prof 82.53 km, a 6.25km de Cumanda,Chimborazo https://t.co/TnQxDmT8ck
Wed Sep 05 21:24:44 COT 2018|#SISMO ID: igepn2018rlhk Rev. 2018/09/05-21:21:03 TL Mag:3.6 Prof 60.99 km, a 8.53km de Duran,Guayas https://t.co/5jJq3a1Ckg
Mon Sep 03 18:53:53 COT 2018|#SISMO ID: igepn2018rhla Rev. 2018/09/03-18:37:19 TL Mag:5.4 Prof 10.00 km, a 538.90km de Pto Baquerizo Moreno,Galapagos https://t.co/qNAUMUc2Vj
Mon Sep 03 01:41:28 COT 2018|#SISMO ID: igepn2018rgde Rev. 2018/09/03-01:31:35 TL Mag:4.7 Prof 64.60 km, a 117.83km de Gualaquiza,Morona Stgo https://t.co/BPhnbbeezk
Sun Sep 02 08:41:57 COT 2018|#SISMO ID: igepn2018revp Rev. 2018/09/02-08:34:01 TL Mag:3.3 Prof 10.00 km, a 5.93km de Atacames,Esmeraldas https://t.co/qGnDKi9lsN
Sun Sep 02 07:05:07 COT 2018|#SISMO ID: igepn2018resj Rev. 2018/09/02-06:56:43 TL Mag:4.3 Prof 9.12 km, a 32.42km de Pedernales,Manabi https://t.co/A8UHPf35OO
Sat Sep 01 22:47:43 COT 2018|#SISMO ID: igepn2018recc Rev. 2018/09/01-22:43:16 TL Mag:5.1 Prof 35.96 km, a 11.46km de Naranjal,Guayas https://t.co/S9HmZo9qFw
Sat Sep 01 15:32:34 COT 2018|#SISMO ID: igepn2018rdns Rev. 2018/09/01-15:26:30 TL Mag:3.9 Prof 10.00 km, a 58.68km de Sucua,Morona Stgo https://t.co/CqTT23GjKo
Sat Sep 01 09:50:26 COT 2018|#SISMO ID: igepn2018rdck Rev. 2018/09/01-09:44:02 TL Mag:3.4 Prof 5.00 km, a 12.10km de Tulcan,Carchi https://t.co/Ry9ejcyCSD
Sat Sep 01 02:33:10 COT 2018|#SISMO ID: igepn2018rcny Rev. 2018/09/01-02:25:51 TL Mag:3.6 Prof 71.78 km, a 6.92km de Gualaceo,Azuay https://t.co/d9x6auRTZw
Thu Aug 30 11:02:36 COT 2018|#SISMO ID: igepn2018qznn Rev. 2018/08/30-10:48:58 TL Mag:3 Prof 3.98 km, a 14.10km de Tulcan,Carchi https://t.co/JfjGg2Q5J8
Mon Aug 27 08:01:05 COT 2018|#SISMO ID: igepn2018qtvd Rev. 2018/08/27-07:50:28 TL Mag:4.2 Prof 5.00 km, a 53.85km de Macas,Morona Stgo https://t.co/0Es9vb7ud5
Sun Aug 26 17:37:02 COT 2018|#SISMO ID: igepn2018qssb Rev. 2018/08/26-17:08:20 TL Mag:3.6 Prof 10.00 km, a 8.63km de Pajan,Manabi https://t.co/Ko8xUY5x4C
Sun Aug 26 05:29:16 COT 2018|#SISMO ID: igepn2018qrus Rev. 2018/08/26-05:22:50 TL Mag:4.1 Prof 5.00 km, a 28.31km de Manta,Manabi https://t.co/3BJCXKOP6P
Sun Aug 26 01:02:47 COT 2018|#SISMO ID: igepn2018qrma Rev. 2018/08/26-00:57:54 TL Mag:3.7 Prof 61.28 km, a 19.31km de Velasco Ibarra,Guayas https://t.co/4YjKzNFGW1
Sat Aug 25 13:03:26 COT 2018|#SISMO ID: igepn2018qqnx Rev. 2018/08/25-12:46:55 TL Mag:3 Prof 7.19 km, a 10.26km de Quito,Pichincha https://t.co/hoK00Dzt2t
Sat Aug 25 11:42:11 COT 2018|#SISMO ID: igepn2018qqlm Rev. 2018/08/25-11:33:24 TL Mag:3.9 Prof 12.00 km, a 68.39km de Sucua,Morona Stgo https://t.co/eaiKWAFg04
Fri Aug 24 09:36:38 COT 2018|#SISMO ID: igepn2018qoma Prelim. 2018/08/24-09:33:49 TL Mag:3.5 Prof 10.00 km, a 21.00km de Jama,Manabi https://t.co/xPGKlnCalP
Wed Aug 22 11:29:10 COT 2018|#SISMO ID: igepn2018qkyr Rev. 2018/08/22-11:23:36 TL Mag:5.7 Prof 134.61 km, a 280.07km de Macas,Morona Stgo https://t.co/FoEFUoc9bN
Tue Aug 21 07:35:59 COT 2018|#SISMO ID: igepn2018qivc Rev. 2018/08/21-07:19:49 TL Mag:3.9 Prof 11.54 km, a 93.29km de Jama,Manabi https://t.co/l7zQ5W7PjD
Mon Aug 20 20:01:51 COT 2018|#SISMO ID: igepn2018qhym Rev. 2018/08/20-19:57:00 TL Mag:3.6 Prof 56.02 km, a 8.45km de Duran,Guayas https://t.co/abRPj6v0Zj
Mon Aug 20 14:47:42 COT 2018|#SISMO ID: igepn2018qhnm Rev. 2018/08/20-14:20:45 TL Mag:3.2 Prof 3.91 km, a 17.63km de Quito,Pichincha https://t.co/kVHEwECXIs
Mon Aug 20 14:15:08 COT 2018|#SISMO ID: igepn2018qhnb Rev. 2018/08/20-14:07:58 TL Mag:3.2 Prof 5.00 km, a 21.28km de Puerto Villamil,Galapagos https://t.co/mbTHxepC7t
Sat Aug 18 23:58:53 COT 2018|#SISMO ID: igepn2018qepk Rev. 2018/08/18-23:53:41 TL Mag:3.7 Prof 170.05 km, a 27.19km de Puyo,Pastaza https://t.co/pVWkOkv0CN
Sat Aug 18 13:04:28 COT 2018|#SISMO ID: igepn2018qdtq Rev. 2018/08/18-12:53:43 TL Mag:3.5 Prof 150.53 km, a 32.64km de Banos,Tungurahua https://t.co/yFYwg6bG02
Sat Aug 18 10:39:48 COT 2018|#SISMO ID: igepn2018qdon Rev. 2018/08/18-10:18:43 TL Mag:4 Prof 53.02 km, a 18.48km de Cuenca,Azuay https://t.co/f1G9m0k1QG
Sat Aug 18 02:08:39 COT 2018|#SISMO ID: igepn2018qcxw Rev. 2018/08/18-01:53:56 TL Mag:2.9 Prof 9.06 km, a 13.01km de Quito,Pichincha https://t.co/Ll5VH7PSa0
Sat Aug 18 02:07:58 COT 2018|#SISMO ID: igepn2018qcxu Rev. 2018/08/18-01:51:50 TL Mag:2.9 Prof 4.92 km, a 14.50km de Quito,Pichincha https://t.co/aWLWCKzCsC
Fri Aug 17 22:35:17 COT 2018|#SISMO ID: igepn2018qcqr Rev. 2018/08/17-22:16:34 TL Mag:4.2 Prof 0.46 km, a 13.31km de Jipijapa,Manabi https://t.co/pS41by8jDE
Fri Aug 17 17:36:27 COT 2018|#SISMO ID: igepn2018qcha Rev. 2018/08/17-17:26:36 TL Mag:3.2 Prof 5.00 km, a 22.06km de Puerto Villamil,Galapagos https://t.co/4cVb9Yt7pw
Thu Aug 16 15:00:57 COT 2018|#SISMO ID: igepn2018qafc Rev. 2018/08/16-14:09:14 TL Mag:4.9 Prof 3.91 km, a 114.62km de Salinas,Sta Elena https://t.co/7wEbIr0ibM
Thu Aug 16 09:54:00 COT 2018|#SISMO ID: igepn2018pzwi Rev. 2018/08/16-09:43:44 TL Mag:3.8 Prof 77.68 km, a 62.91km de Pedernales,Manabi https://t.co/cxYDkJvvNn
Thu Aug 16 08:14:08 COT 2018|#SISMO ID: igepn2018pzst Rev. 2018/08/16-07:55:10 TL Mag:3.5 Prof 15.84 km, a 20.93km de Pedro Carbo,Guayas https://t.co/RJCXuw95fw
Thu Aug 16 02:58:07 COT 2018|#SISMO ID: igepn2018pzik Rev. 2018/08/16-02:45:07 TL Mag:3.3 Prof 5.00 km, a 32.07km de Puerto Villamil,Galapagos https://t.co/f4Hu8m3u4X
Tue Aug 14 13:53:47 COT 2018|#SISMO ID: igepn2018pwmi Rev. 2018/08/14-13:16:46 TL Mag:3 Prof 5.56 km, a 19.77km de Puerto Villamil,Galapagos https://t.co/vAV2f0qt90
Tue Aug 14 11:27:29 COT 2018|#SISMO ID: igepn2018pwil Rev. 2018/08/14-11:23:03 TL Mag:3.1 Prof 6.43 km, a 18.92km de Puerto Villamil,Galapagos https://t.co/AbqhBATjGd
Mon Aug 13 16:38:48 COT 2018|#SISMO ID: igepn2018puxb Rev. 2018/08/13-16:25:37 TL Mag:2.9 Prof 9.56 km, a 18.69km de Puerto Villamil,Galapagos https://t.co/6Ohtci8g6g
Mon Aug 13 16:03:34 COT 2018|#SISMO ID: igepn2018puvk Rev. 2018/08/13-15:35:50 TL Mag:3.8 Prof 81.08 km, a 24.67km de Canar,Canar https://t.co/fpGSkv3VgW
Thu Aug 09 19:22:37 COT 2018|#SISMO ID: igepn2018pnus Rev. 2018/08/09-19:15:33 TL Mag:4.3 Prof 48.04 km, a 47.62km de Jama,Manabi https://t.co/1evDgm0vzl
Thu Aug 09 12:03:50 COT 2018|#SISMO ID: igepn2018pngc Rev. 2018/08/09-11:55:56 TL Mag:3.1 Prof 2.00 km, a 23.24km de Puerto Villamil,Galapagos https://t.co/exzY7KJSsa
Thu Aug 09 04:36:03 COT 2018|#SISMO ID: igepn2018pmrj Rev. 2018/08/09-04:29:37 TL Mag:3.1 Prof 5.00 km, a 13.19km de Puerto Villamil,Galapagos https://t.co/50YtJSvLvj
Thu Aug 09 01:13:26 COT 2018|#SISMO ID: igepn2018pmkr Rev. 2018/08/09-01:06:40 TL Mag:3.5 Prof 6.00 km, a 21.60km de Puerto Villamil,Galapagos https://t.co/ZXqEIU1k64
Tue Aug 07 10:13:56 COT 2018|#SISMO ID: igepn2018pjlr Rev. 2018/08/07-10:09:41 TL Mag:3.7 Prof 185.03 km, a 44.12km de Puyo,Pastaza https://t.co/QvR7UlmRsW
Mon Aug 06 21:56:38 COT 2018|#SISMO ID: igepn2018pimx Rev. 2018/08/06-21:38:32 TL Mag:3.6 Prof 4.88 km, a 28.14km de Esmeraldas,Esmeraldas https://t.co/J967D2FBgK
Mon Aug 06 15:10:50 COT 2018|#SISMO ID: igepn2018phzu Rev. 2018/08/06-15:03:48 TL Mag:3 Prof 1.00 km, a 22.60km de Puerto Villamil,Galapagos https://t.co/HR6H4qvtzn
Mon Aug 06 08:23:24 COT 2018|#SISMO ID: igepn2018phmj Rev. 2018/08/06-08:16:52 TL Mag:3.4 Prof 1.00 km, a 21.60km de Puerto Villamil,Galapagos https://t.co/UPzlEuJzUE
Mon Aug 06 06:21:37 COT 2018|#SISMO ID: igepn2018phij Rev. 2018/08/06-06:14:03 TL Mag:2.9 Prof 5.00 km, a 21.05km de Puerto Villamil,Galapagos https://t.co/cI1Oi86mGB
Sun Aug 05 16:16:36 COT 2018|#SISMO ID: igepn2018pggl Rev. 2018/08/05-16:09:29 TL Mag:2.8 Prof 1.00 km, a 23.14km de Puerto Villamil,Galapagos https://t.co/bJnET99cfy
Sun Aug 05 12:44:59 COT 2018|#SISMO ID: igepn2018pfzk Rev. 2018/08/05-12:39:20 TL Mag:2.9 Prof 3.05 km, a 21.77km de Puerto Villamil,Galapagos https://t.co/5WwtxrLOEh
Thu Aug 02 06:00:59 COT 2018|#SISMO ID: igepn2018ozzd Rev. 2018/08/02-05:41:11 TL Mag:3.1 Prof -1.43 km, a 18.84km de Puerto Villamil,Galapagos https://t.co/TzGaacJtIZ
Tue Jul 31 09:53:47 COT 2018|#SISMO ID: igepn2018owqf Rev. 2018/07/31-09:40:39 TL Mag:3.6 Prof 3.00 km, a 22.26km de Puerto Villamil,Galapagos https://t.co/HCbeRDges7
Mon Jul 30 14:09:28 COT 2018|#SISMO ID: igepn2018ovdf Rev. 2018/07/30-14:03:46 TL Mag:3 Prof 3.56 km, a 22.81km de Puerto Villamil,Galapagos https://t.co/yzcyUZhAZ4
Mon Jul 30 12:52:23 COT 2018|#SISMO ID: igepn2018ovak Rev. 2018/07/30-12:36:14 TL Mag:3 Prof 8.00 km, a 12.73km de Puerto Villamil,Galapagos https://t.co/tbjlNkCLBJ
Sun Jul 29 14:59:32 COT 2018|#SISMO ID: igepn2018otjl Rev. 2018/07/29-14:55:00 TL Mag:3.1 Prof 0.07 km, a 18.46km de Puerto Villamil,Galapagos https://t.co/RXGrumHgT7
Sun Jul 29 12:54:09 COT 2018|#SISMO ID: igepn2018otfi Rev. 2018/07/29-12:48:10 TL Mag:4 Prof 4.14 km, a 19.32km de Puerto Villamil,Galapagos https://t.co/tFZ8ggMquK
Sun Jul 29 08:40:21 COT 2018|#SISMO ID: igepn2018osww Rev. 2018/07/29-08:33:03 TL Mag:3.9 Prof 12.00 km, a 11.22km de Pajan,Manabi https://t.co/cy6iQvohDx
Sat Jul 28 19:21:21 COT 2018|#SISMO ID: igepn2018orwp Rev. 2018/07/28-19:15:24 TL Mag:3.4 Prof 6.04 km, a 24.60km de Puerto Villamil,Galapagos https://t.co/rvso5pUPPi
Sat Jul 28 08:36:45 COT 2018|#SISMO ID: igepn2018oraz Rev. 2018/07/28-08:20:57 TL Mag:4.2 Prof 2.00 km, a 22.33km de Puerto Villamil,Galapagos https://t.co/TLvsTBJN3h
Fri Jul 27 16:44:54 COT 2018|#SISMO ID: igepn2018opvy Rev. 2018/07/27-16:37:35 TL Mag:4 Prof 19.31 km, a 41.19km de Balao,Guayas https://t.co/NaCuGYjicZ
Fri Jul 27 14:17:34 COT 2018|#SISMO ID: igepn2018oprb Rev. 2018/07/27-14:12:08 TL Mag:3.2 Prof 20.86 km, a 81.37km de Puerto Villamil,Galapagos https://t.co/3hhpPO7V4K
Fri Jul 27 09:42:40 COT 2018|#SISMO ID: igepn2018opgt Rev. 2018/07/27-08:59:18 TL Mag:3.9 Prof 4.00 km, a 12.18km de Jipijapa,Manabi https://t.co/OTUsD6FEUe
Wed Jul 25 22:16:56 COT 2018|#SISMO ID: igepn2018ompt Rev. 2018/07/25-22:08:56 TL Mag:3.3 Prof 0.00 km, a 24.33km de Puerto Villamil,Galapagos https://t.co/jfoReWTcOj
Wed Jul 25 12:09:43 COT 2018|#SISMO ID: igepn2018oltr Rev. 2018/07/25-10:57:17 TL Mag:3.9 Prof 89.90 km, a 119.04km de Pto Fsco de Orellana,Orellana https://t.co/SHRaoNo0ql
Wed Jul 25 11:06:59 COT 2018|#SISMO ID: igepn2018oltj Rev. 2018/07/25-10:47:04 TL Mag:4.5 Prof 2.00 km, a 14.45km de Puerto Villamil,Galapagos https://t.co/p9l39b72HG
Wed Jul 25 11:06:31 COT 2018|#SISMO ID: igepn2018olto Rev. 2018/07/25-10:54:37 TL Mag:3 Prof 2.00 km, a 17.66km de Puerto Villamil,Galapagos https://t.co/T4zVJLIYOr
Wed Jul 25 09:20:47 COT 2018|#SISMO ID: igepn2018olpp Rev. 2018/07/25-08:50:08 TL Mag:3.1 Prof 1.00 km, a 21.54km de Puerto Villamil,Galapagos https://t.co/WFVvAnqwGV
Wed Jul 25 02:55:16 COT 2018|#SISMO ID: igepn2018oldp Prelim. 2018/07/25-02:51:27 TL Mag:4.7 Prof 154.37 km, a 42.58km de Macas,Morona Stgo https://t.co/OEoWS33kB9
Tue Jul 24 05:46:48 COT 2018|#SISMO ID: igepn2018ojnu Rev. 2018/07/24-05:41:14 TL Mag:3.5 Prof 0.74 km, a 26.58km de Puerto Villamil,Galapagos https://t.co/anNZSJjb5Z
Sun Jul 22 15:08:08 COT 2018|#SISMO ID: igepn2018ogoz Rev. 2018/07/22-14:56:10 TL Mag:3 Prof 1.51 km, a 18.05km de Puerto Villamil,Galapagos https://t.co/kxILpo2qsw
Sun Jul 22 15:01:45 COT 2018|#SISMO ID: igepn2018ogox Rev. 2018/07/22-14:53:04 TL Mag:3.7 Prof -0.39 km, a 20.03km de Puerto Villamil,Galapagos https://t.co/lMG2L3YEkU
Sun Jul 22 14:52:49 COT 2018|#SISMO ID: igepn2018ogou Rev. 2018/07/22-14:49:15 TL Mag:5.1 Prof -0.49 km, a 17.17km de Puerto Villamil,Galapagos https://t.co/JDIgX8dxzf
Sun Jul 22 14:28:28 COT 2018|#SISMO ID: igepn2018ognq Rev. 2018/07/22-14:16:12 TL Mag:4.4 Prof 5.00 km, a 17.68km de Puerto Villamil,Galapagos https://t.co/z9i1AlbI3V
Sat Jul 21 11:39:06 COT 2018|#SISMO ID: igepn2018oemw Rev. 2018/07/21-11:35:28 TL Mag:4.5 Prof 1.00 km, a 21.97km de Puerto Villamil,Galapagos https://t.co/9X1P3uvMqT
Sat Jul 21 10:49:14 COT 2018|#SISMO ID: igepn2018oeli Prelim. 2018/07/21-10:46:29 TL Mag:3.6 Prof 10.00 km, a 69.39km de Macas,Morona Stgo https://t.co/twpJbZqv9N
Fri Jul 20 14:51:30 COT 2018|#SISMO ID: igepn2018ocwv Rev. 2018/07/20-14:20:46 TL Mag:3 Prof 5.15 km, a 23.07km de Puerto Villamil,Galapagos https://t.co/ll9cIoWjZI
Fri Jul 20 11:24:35 COT 2018|#SISMO ID: igepn2018ocqx Rev. 2018/07/20-11:19:22 TL Mag:3.5 Prof 2.00 km, a 18.50km de Puerto Villamil,Galapagos https://t.co/6VpVSh9NEd
